,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3
83,Arkansas,Arkansas,M. ROMNEY,B. OBAMA,G. JOHNSON,3892,2454,92.0,0.6,0.37799999999999995,0.013999999999999999,R,D,O
84,Arkansas,Ashley,M. ROMNEY,B. OBAMA,G. JOHNSON,4866,2855,105.0,0.615,0.361,0.013000000000000001,R,D,O
85,Arkansas,Baxter,M. ROMNEY,B. OBAMA,G. JOHNSON,13688,5172,293.0,0.708,0.267,0.015,R,D,O
86,Arkansas,Benton,M. ROMNEY,B. OBAMA,G. JOHNSON,48649,20267,1214.0,0.6890000000000001,0.287,0.017,R,D,O
87,Arkansas,Boone,M. ROMNEY,B. OBAMA,G. JOHNSON,11143,3762,261.0,0.725,0.245,0.017,R,D,O
88,Arkansas,Bradley,M. ROMNEY,B. OBAMA,G. JOHNSON,2118,1447,32.0,0.583,0.39799999999999996,0.009000000000000001,R,D,O
89,Arkansas,Calhoun,M. ROMNEY,B. OBAMA,G. JOHNSON,1458,660,33.0,0.6709999999999999,0.304,0.015,R,D,O
90,Arkansas,Carroll,M. ROMNEY,B. OBAMA,G. JOHNSON,6121,3691,220.0,0.602,0.363,0.022000000000000002,R,D,O
91,Arkansas,Chicot,B. OBAMA,M. ROMNEY,G. JOHNSON,2649,1670,25.0,0.607,0.38299999999999995,0.006,D,R,O
92,Arkansas,Clark,M. ROMNEY,B. OBAMA,G. JOHNSON,4343,3808,141.0,0.517,0.45299999999999996,0.017,R,D,O
93,Arkansas,Clay,M. ROMNEY,B. OBAMA,G. JOHNSON,3225,1738,99.0,0.631,0.34,0.019,R,D,O
94,Arkansas,Cleburne,M. ROMNEY,B. OBAMA,G. JOHNSON,8691,2618,196.0,0.746,0.225,0.017,R,D,O
95,Arkansas,Cleveland,M. ROMNEY,B. OBAMA,G. JOHNSON,2307,844,52.0,0.708,0.259,0.016,R,D,O
96,Arkansas,Columbia,M. ROMNEY,B. OBAMA,G. JOHNSON,5790,3557,64.0,0.612,0.376,0.006999999999999999,R,D,O
97,Arkansas,Conway,M. ROMNEY,B. OBAMA,G. JOHNSON,4511,3003,104.0,0.584,0.389,0.013000000000000001,R,D,O
98,Arkansas,Craighead,M. ROMNEY,B. OBAMA,G. JOHNSON,20044,10351,489.0,0.642,0.332,0.016,R,D,O
99,Arkansas,Crawford,M. ROMNEY,B. OBAMA,G. JOHNSON,15125,4872,347.0,0.736,0.237,0.017,R,D,O
100,Arkansas,Crittenden,B. OBAMA,M. ROMNEY,G. JOHNSON,9092,6192,140.0,0.586,0.39899999999999997,0.009000000000000001,D,R,O
101,Arkansas,Cross,M. ROMNEY,B. OBAMA,G. JOHNSON,4268,2279,82.0,0.639,0.341,0.012,R,D,O
